     MaNGAID     objRA    objDec    g_ps1    r_ps1    i_ps1    z_ps1 gerr_ps1 rerr_ps1 ierr_ps1 zerr_ps1
 3-51511195   85.56573  -2.90712   16.306   15.126   14.000   13.479    0.004    0.009    0.005    0.007
 3-51511436   86.01064  -3.43816   16.494   14.839   13.971   13.421    0.009    0.006    0.005    0.002
 3-5169101   284.43277  44.80417   14.925   14.221   13.902   13.783    0.004    0.002    0.002    0.023
 3-51985875   54.27283  24.12182   16.520   15.581   15.132   14.898  999.000    0.005    0.002    0.005
 3-51986038   54.31616  24.00013   15.367   15.038   14.919   14.854    0.003    0.005    0.003    0.008
 3-52005815   82.42910  -0.49575   16.881   15.584   14.781   14.438    0.039    0.006  999.000    0.025
 3-52006083   82.78574  -0.94708   16.966   16.406   16.141   15.994    0.008    0.002    0.006    0.002
 3-52006150   82.80191  -0.83865   17.862   16.695   16.072   15.705    0.004    0.004    0.002    0.010
 3-52006182   82.86421  -0.85663   17.522   16.286   15.131   14.585    0.005    0.004    0.003    0.004
 3-52006254   82.97834  -0.96258   15.578   15.391   15.316   15.364    0.037    0.008    0.008    0.002
 3-52006273   82.87051  -1.01069   15.967   15.534   15.360   15.294    0.001    0.005    0.007    0.002
 3-52006573   83.04766  -1.13591   15.514   15.126   14.997   14.940    0.013    0.003    0.006    0.004
 3-52007667   84.22098  -2.00611   16.624   15.384   14.596   14.232    0.004    0.001    0.004    0.006
 3-52007758   84.24356  -2.14737   16.501   15.295   14.361   13.764    0.007    0.032    0.039    0.055
 3-52007836   84.14174  -2.03192   16.789   16.882   17.040   17.143    0.008    0.004    0.005    0.004
 3-52007895   84.24899  -2.24790   16.927   15.652   14.776   14.348    0.002    0.007    0.002    0.004
 3-52008073   84.52809  -2.50631   16.353   14.883   14.516   13.926    0.076    0.084    0.097    0.014
 3-52008939   85.28151  -2.99831   16.674   15.478   14.672   14.295    0.007    0.004    0.008    0.007
 3-52008985   85.33655  -3.10013   16.379   14.857   14.044   13.594    0.009    0.008    0.009  999.000
 3-52009213   85.70248  -3.41320   16.043   14.821   14.091   13.515    0.043    0.017    0.026    0.013
 3-52009238   85.91837  -3.41086   16.628   15.524   14.939   14.545    0.003    0.010    0.010    0.009
 3-52479816   42.87698  34.75977   15.932   15.397   15.143   15.025    0.003    0.003    0.001    0.008
 3-52505918   81.91909  -0.44062   14.878   14.641   14.581   14.612    0.003    0.001    0.004    0.003
 3-52506170   82.39789  -0.76669   15.560   15.066   14.845   14.742    0.005    0.004    0.003    0.002
 3-52506307   82.26684  -0.69942   16.214   15.348   14.969   14.785    0.004    0.005    0.002    0.003
 3-52506311   82.13912  -0.73808   15.713   15.686   15.741   15.786    0.003    0.005    0.003    0.004
 3-52506337   82.51405  -0.88113   15.643   14.401 -999.000   13.092    0.016    0.017  999.000  999.000
 3-52506513   82.47482  -0.91098   17.113   16.444   16.114   15.966    0.005    0.005    0.003    0.003
 3-52506757   82.70404  -1.19280   15.205   14.512   14.177   13.991    0.005    0.004    0.003    0.003
 3-52508191   84.04243  -2.20552   16.985   16.971   17.005   17.053    0.004    0.002    0.005    0.005
 3-52508487   84.32850  -2.53793   16.438   16.351   16.384   16.421    0.005    0.006    0.003    0.001
 3-52508652   84.53444  -2.59896   16.771   15.508   14.445   13.919    0.017    0.010    0.006    0.006
 3-52509295   84.92660  -3.14533   16.849   15.602   14.556   14.063  999.000    0.002    0.004    0.002
 3-52509482   85.52733  -3.41563   16.522   15.247   14.454   14.064    0.009    0.006    0.003    0.003
 3-52509553   85.47422  -3.59941   16.542   15.299   14.440   14.063    0.003    0.005    0.002    0.004
 3-53007768   81.58962  -0.51078   16.889   15.726   14.554   14.029    0.003    0.005    0.002    0.002
 3-53007964   81.88218  -0.60334   16.553   16.315   16.259   16.254    0.006    0.004    0.002    0.003
 3-53009213   82.95186  -1.76447   16.119   15.412   15.142   15.017    0.004    0.003    0.003    0.004
 3-53009902   83.56722  -2.10298   16.241   15.354   14.391   13.734    0.150    0.074    0.073    0.167
 3-53010147   83.99577  -2.37177   16.480   15.251   14.601   14.306    0.003    0.004    0.002    0.007
 3-53010368   84.12122  -2.59673   16.439   15.076   14.440   13.780    0.032    0.039    0.056    0.005
 3-53010768   84.40767  -2.76227   16.934   15.707   14.636   14.153    0.016    0.008    0.012    0.010
 3-53010984   84.54142  -2.86048   17.020   15.735   14.610   14.019    0.006    0.008    0.007    0.017
 3-53011036   84.62116  -2.96863   17.236   16.866   16.717   16.596    0.008    0.004    0.312    0.009
 3-53011120   84.66130  -3.12267   16.016   14.786   13.967   13.601    0.002    0.014  999.000    0.005
 3-53011421   85.18558  -3.44689   16.337   15.080   14.307   13.944    0.001    0.002    0.005    0.003
 3-53011492   85.01724  -3.38405   16.506   15.266   13.823   13.181    0.007    0.005  999.000    0.005
 3-53510970   81.40119  -0.75625   16.006   14.772   14.070   13.708    0.003    0.007    0.001    0.010
 3-53511227   81.82871  -1.08294   15.442   15.431   15.522   15.587    0.003    0.004    0.002    0.002
 3-53511517   82.03581  -1.20750   16.348   15.141   14.449   14.112    0.008    0.010    0.015    0.004
 3-53511807   82.40755  -1.54044   16.756   16.360   16.195   16.130    0.005    0.006    0.003    0.001
 3-53513689   84.34186  -3.12557   16.541   16.013   15.779   15.666    0.005    0.004    0.003    0.004
 3-54510813   81.07597  -0.96330   15.505   14.958   14.760   14.673    0.004    0.006    0.003    0.002
 3-54512654   82.88497  -2.58669   15.339   14.616   14.282   14.097    0.006    0.002    0.003    0.002
 3-54512942   83.60811  -3.01521   16.987   15.756   14.998   14.613    0.011    0.005    0.007    0.019
 3-55005375   81.13422  -1.25057   14.807   14.476   14.364   14.340    0.004    0.003    0.003    0.002
 3-55006696   82.64667  -2.54381   16.959   15.709   14.773   14.332    0.003    0.003    0.001    0.003
 3-55495811   80.57304  -0.98949   16.690   15.471   14.416   13.917    0.005    0.004    0.004    0.005
 3-55496762   81.47931  -1.90382   15.688   14.430   13.546   13.202    0.008    0.025  999.000    0.010
 3-55496774   81.49541  -1.98591   16.913   15.677   14.779   14.372    0.003    0.004    0.002    0.003
 3-55993549   80.96076  -1.70299   15.778   14.620 -999.000 -999.000    0.023    0.012  999.000  999.000
 3-55994143   81.69874  -2.26877   16.391   15.199   13.953   13.322    0.005    0.002    0.020    0.004
 3-56320093  318.33415  33.12020   16.634   16.539   16.547   16.575    0.009    0.001    0.001    0.006
 3-56499443   81.94148  -2.76371   17.019   15.782   14.618   14.056    0.026    0.025    0.008    0.009
 3-56500606   83.40898  -4.20878   16.114   15.069   14.124   13.538    0.047    0.031    0.029    0.024
 3-57013318   79.97635  -1.54437   16.650   16.240   16.087   16.024    0.006    0.004    0.003    0.004
 3-57537932   80.59086  -2.28068   15.344   14.090   13.336   12.992    0.020    0.015  999.000  999.000
 3-57540143   83.39275  -4.72939   15.945   14.435   13.703   13.210    0.127    0.111  999.000    0.110
 3-5770453   285.55352  45.35622   14.639   14.074   13.830   13.685    0.002    0.005    0.004  999.000
 3-57893729  318.68127  32.55843   16.582   16.450   16.462   16.497    0.004    0.002    0.007    0.003
 3-58062817   79.91055  -2.14262   16.350   15.204   14.691   14.422    0.006    0.002    0.004    0.008
 3-58062822   79.91604  -2.16188   15.996   15.251   14.926   14.755    0.003    0.002    0.003    0.003
 3-58435028  319.29275  32.51918   17.159   17.072   17.086   17.143    0.003    0.005    0.003    0.005
 3-58985469  318.46380  31.67661   16.709   17.046   17.386   17.651    0.003    0.003    0.003    0.007
 3-58986517  318.69027  31.63993   16.949   16.976   17.033   17.059    0.005    0.008    0.003    0.012
 3-58991884  320.27398  33.30259   16.347   16.227   16.265   16.302    0.003    0.002    0.001    0.012
 3-59153736   83.75218  -6.02322   16.786   15.829   15.014   14.508    0.038    0.033    0.009    0.022
 3-59712415   83.43908  -6.07375   15.850   14.625   14.143   13.363    0.021    0.052    0.047    0.096
 3-59712565   83.66544  -6.12027   17.035   15.858   14.554   13.916    0.017    0.012    0.017    0.013
 3-59712633   83.86636  -6.16086   16.737   15.516   14.273   13.639    0.006    0.013    0.005    0.003
 3-59712738   84.12540  -6.38613   17.519   15.550   14.466   14.109    0.224    0.114    0.242    0.155
 3-60276084   83.39333  -6.23127   16.872   15.767   15.110   14.176    0.007    0.008    0.026    0.008
 3-60276150   83.61713  -6.27034   15.936   14.740   13.986   13.601    0.019    0.014    0.022    0.027
 3-60276204   83.75805  -6.50355   15.926   14.702   13.902   13.338    0.030    0.033    0.004    0.016
 3-60276308   83.92815  -6.58106   15.336   14.858   14.318   13.836    0.046    0.155    0.067    0.053
 3-61230650  319.49957  31.01583   16.741   16.613   16.622   16.651    0.003    0.002    0.003    0.004
 3-61930928   83.33261  -6.93707   15.851   14.636   13.989   13.697    0.005    0.002    0.003    0.003
 3-62319881  320.24506  31.24392   16.740   15.575   14.406   13.873    0.003    0.003    0.006    0.016
 3-62470118   83.54743  -7.40649   15.152   14.772   14.633   14.591    0.001    0.005    0.002    0.004
 3-63390133  320.62992  31.03998   16.939   17.110   17.337   17.556    0.004    0.003    0.003    0.005
 3-64045358   49.68886  20.69678   14.656   13.970   13.734   13.581    0.002    0.004  999.000    0.003
 3-64046223   51.63920  19.02550   16.671   15.798   15.426   15.219    0.006    0.003    0.003    0.004
 3-64593792   59.43831  11.88017   15.186   14.235   13.818   13.643    0.007    0.003    0.004    0.009
 3-65151612   50.48770  19.34188   16.186   15.812   15.688   15.649    0.004    0.005    0.005    0.005
 3-65709238   50.81844  18.96577   16.472   15.870   15.643   15.532    0.003    0.004    0.002    0.005
 3-6596072   285.91605  41.80978   14.697   13.958 -999.000   13.575    0.003    0.003  999.000  999.000
 3-6605863   287.85842  47.08067   14.605   13.775   13.483   13.337    0.003  999.000  999.000  999.000
 3-6607970   288.32507  48.25548   15.389   14.215   13.348   12.932    0.005    0.007  999.000  999.000
 3-66257486   49.78014  19.36115   16.978   15.599   15.073   14.727    0.041    0.018    0.019    0.015
 3-66257519   49.92579  19.17473   16.853   16.329   16.106   16.002    0.004    0.002    0.003    0.006
 3-66257646   50.38335  19.01664   16.535   16.046   15.823   15.716    0.004    0.003    0.003    0.004
 3-66257649   50.29045  19.05608   16.786   16.210   15.996   15.897    0.004    0.004    0.004    0.006
 3-66257661   50.20143  18.93877   16.901   16.325   16.066   15.955    0.003    0.003    0.006    0.002
 3-66261276   59.21970  11.01792   15.435   14.969   14.772   14.706    0.001    0.004    0.002    0.007
 3-66797010   39.42344  28.73676   16.937   16.689   16.645   16.621    0.004    0.004    0.005    0.005
 3-66797485   40.45022  27.69276   17.045   16.036   15.692   15.482    0.009    0.001    0.007    0.004
 3-66805470   59.45699  10.54015   15.427   14.604   14.300   14.115    0.005    0.003    0.007    0.006
 3-67344154   39.60520  28.24747   15.963   15.445   15.210   15.100    0.005    0.004    0.003    0.004
 3-67352487   59.40055  10.25984   15.882   15.237   14.977   14.839    0.005    0.004    0.004    0.001
 3-67906826   40.50450  27.09320   15.595   14.868   14.569   14.404    0.002    0.021    0.012    0.008
 3-68402441  338.90310  45.23161   16.133   14.866   14.016   13.572    0.009    0.012  999.000    0.003
 3-68470762   38.67077  28.43094   16.125   15.631   15.409   15.297    0.006    0.005    0.001    0.002
 3-68470851   38.87277  28.18351   15.809   15.620   15.564   15.579    0.005    0.002    0.004    0.002
 3-68483031   68.65014   1.92431   15.989   14.776   13.762 -999.000    0.002    0.003    0.003  999.000
 3-68483118   68.83704   1.79846   16.861   15.635   14.251   13.584    0.007    0.002    0.005    0.003
 3-68970415  340.79697  46.23384   15.376   15.478   15.647   15.750    0.006    0.004    0.003    0.004
 3-69034949   39.08082  27.83470   15.527   14.926   14.660   14.519    0.002    0.002    0.005    0.004
 3-69047302   69.14775   1.07346   16.904   15.658   14.577   14.113    0.007    0.003    0.002    0.010
 3-69524085  339.79017  45.52648   16.958   15.696   14.622   14.131    0.003    0.002    0.004    0.015
 3-70131444   38.38625  27.75853   15.500   14.961   14.764   14.695    0.003    0.005    0.003    0.005
 3-70144030   69.59743   0.08514   16.659   15.410   14.526   14.113    0.003    0.003    0.002    0.003
 3-70677577   67.54269   1.53494   16.403   15.195   14.354   13.917    0.012    0.013    0.009    0.021
 3-71120516  338.84706  44.08438   16.650   16.610   16.669   16.692    0.005    0.001    0.003    0.002
 3-71183191   38.30525  27.18375   17.452   16.246   15.678   15.415    0.006    0.005    0.002    0.001
 3-71483786  292.94619   1.51266   16.516   15.214   14.554   14.200    0.002    0.004    0.004    0.003
 3-71621293  339.06573  43.81775   16.483   15.363   13.787   13.255    0.019    0.023    0.022    0.038
 3-71622456  339.77090  44.25389   16.467   16.092   15.958   15.904    0.004    0.002    0.004    0.005
 3-71682714   38.34640  26.63940   16.339   16.343   16.401   16.431    0.008    0.004    0.003    0.004
 3-71693697   67.12008   1.26919   16.232   15.024 -999.000   13.320    0.022    0.011  999.000    0.035
 3-71694429   68.50647   0.07474   15.446   15.499   15.624   15.734    0.008    0.005    0.004    0.004
 3-71694463   68.56136   0.05563   16.541   16.532   16.617   16.677    0.007    0.003    0.015    0.006
 3-71694629   68.86909  -0.20458   16.271   15.078   14.307   13.949    0.005    0.004    0.002  999.000
 3-72108699  339.53505  44.01821   16.535   15.334   14.735   14.439    0.002    0.004    0.001    0.007
 3-72108719  339.63009  44.11360   16.632   15.709   15.340   15.163    0.004    0.005    0.002    0.003
 3-72111400  341.37592  45.11327   16.154   14.987   14.449   14.194    0.005    0.004    0.005    0.003
 3-72168778   38.91714  25.91303   16.164   14.974   14.474   14.206    0.005    0.006    0.002    0.003
 3-7223431   285.68465  40.35189   15.399   14.597   14.281   14.120    0.003    0.004    0.006    0.005
 3-7223846   285.72862  40.39473   16.069   15.149   14.804   14.615    0.005    0.003    0.003    0.004
 3-72600696  340.33092  44.16428   15.940   15.471   15.302   15.241    0.002    0.015    0.003    0.006
 3-72601568  340.77896  44.57199   16.391   15.209   14.676   14.424    0.003    0.003    0.002    0.003
 3-72602012  341.01985  44.69863   14.601   14.481   14.496   14.508    0.003    0.004    0.006    0.005
 3-72669943   67.33307   0.54648   16.351   15.115   14.452   14.109    0.006    0.007    0.008    0.005
 3-72670306   68.11021  -0.06908   15.530   14.304   13.515   13.166    0.003    0.004    0.001    0.004
 3-72670512   68.40743  -0.29968   16.218   16.234   16.333   16.379    0.014    0.001    0.004    0.003
 3-73107586  341.00369  44.50237   16.045   16.058   16.138   16.202    0.004    0.004    0.005    0.008
 3-73679060   67.53444  -0.09311   16.893   15.727   14.723   14.256    0.004    0.002    0.003    0.003
 3-73679318   67.88807  -0.58623   15.183   15.150   15.225   15.297    0.004    0.004    0.006    0.007
 3-74108227  340.58806  43.65936   16.681   16.613   16.651   16.654    0.002    0.003    0.004    0.005
 3-7437460   285.02483  39.15843   15.793   14.850   14.459   14.252    0.005    0.003    0.003    0.002
 3-7451312   288.84517  45.56707   14.798   14.113   13.865   13.745    0.005    0.004    0.013    0.015
 3-7451318   288.75943  45.52207   15.151   14.378 -999.000   13.965    0.002    0.003  999.000  999.000
 3-76428636  284.56685  -8.83615   16.591   15.440   14.855   14.533    0.006    0.013  999.000    0.006
 3-76922726  284.98821  -8.74340   15.098   15.050   15.113   15.149    0.005    0.003    0.004    0.003
 3-76930297  285.16096  -8.41375   16.592   15.244   14.580   14.210    0.008    0.002    0.004    0.005
 3-7878524   286.38957  39.76516   15.094   13.855   13.286   12.923    0.002    0.005  999.000  999.000
 3-7879510   286.73780  40.17096   15.208   14.240   13.819   13.658    0.003    0.003    0.003  999.000
 3-79665625  284.39887 -10.89630   16.830   15.338   14.452   13.996    0.001    0.004  999.000  999.000
 3-79682748  285.94615  -9.78732   15.913   14.529   14.217   13.347    0.006    0.003  999.000  999.000
 3-79682974  285.84426  -9.63251   16.008   15.948   16.010   16.019    0.003    0.002    0.004    0.002
 3-80105757  285.50981 -10.26419   16.633   15.171   14.448   14.020    0.002    0.003    0.005    0.005
 3-80108814  285.83894 -10.07283   16.978   15.765   15.197   14.882    0.006    0.013    0.007    0.003
 3-80521572  284.80351 -11.18056   16.993   15.783   15.163   14.811    0.001    0.006    0.002    0.004
 3-80527413  285.36671 -10.82161   16.847   15.349   14.571   14.109    0.008    0.002    0.004    0.001
 3-80533516  285.99128 -10.18162   16.618   15.374   14.741   14.378    0.008    0.003    0.003    0.002
 3-80533528  286.02038 -10.18935   16.861   15.559   14.899   14.521    0.003    0.002    0.002    0.001
 3-80949471  285.36710 -10.95669   16.648   15.311   14.610   14.214    0.006    0.002    0.006    0.002
 3-80949882  285.43916 -10.96782   16.647   15.373   14.750   14.419  999.000    0.004    0.002  999.000
 3-80949966  285.42751 -10.96838   16.976   15.834   15.312   15.028    0.002    0.005    0.004    0.002
 3-8101113   285.95836  38.96958   16.509   15.881   15.652   15.543    0.004    0.002    0.004    0.009
 3-8105959   288.02178  41.28583   14.785   14.113   13.838   13.671    0.004    0.002    0.005    0.006
 3-82411029   24.37032  32.33141   17.063   16.659   16.516   16.465    0.013    0.006    0.003    0.006
 3-82836230   24.63750  32.04013   16.274   15.223   14.755   14.527    0.001    0.003    0.003    0.005
 3-82836458   24.97811  31.57018   14.737   14.282   14.132   14.087    0.003    0.005    0.004    0.003
 3-83261223   23.88387  32.16328   17.721   17.261   17.108   17.052    0.004    0.004    0.002    0.004
 3-84191865   24.70812  30.67521   18.196   17.240   16.788   16.536    0.012    0.005    0.005    0.015
 3-84191992   25.12298  30.42402   17.095   15.982   15.454   15.193    0.004    0.003    0.002    0.002
 3-85213324   24.18822  30.71283   17.402   16.402   15.988   15.801    0.006    0.002    0.002    0.004
 3-8562051   286.54087  38.87341   16.424   15.415   14.979   14.724    0.004    0.004    0.004    0.003
 3-8797744   286.58830  38.66794   16.437   15.625   15.333   15.112    0.021    0.022    0.017  999.000
 3-8805710   289.50854  41.81207   17.310   16.073   15.180   14.766    0.007    0.003    0.003    0.003
 3-89431741   55.11049   0.52726   16.495   15.944   15.665   15.507    0.006    0.005    0.003    0.004
 3-89909934   55.16568   0.24627   15.915   15.349   15.098   14.972    0.002    0.004    0.003    0.005
 3-90367715   53.80620   1.06808   16.314   16.166   15.939   16.077    0.071    0.029    0.026    0.016
 3-90367739   53.93485   0.83642   16.420   15.808   15.520   15.381    0.003    0.005    0.001    0.004
 3-90367854   54.35264   0.48182   15.663   15.407   15.279   15.262    0.003    0.009    0.002    0.003
 3-90367961   54.79410   0.30816   16.679   16.589   16.629   16.686    0.015    0.019    0.009    0.010
 3-90368088   54.91523  -0.01264   16.439   16.284   16.266   16.274    0.011    0.003    0.002    0.002
 3-9043174   289.37656  41.15831   18.534   17.220   15.651   14.909    0.005    0.002    0.005    0.005
 3-91236143   52.78326   1.17082   16.417   15.866   15.599   15.454    0.012    0.011    0.008    0.014
 3-91236507   54.42135  -0.01821   16.532   15.421   14.945   14.723    0.009    0.004    0.006    0.006
 3-91653961   53.03818   0.84949   15.943   15.478   15.258   15.165    0.004    0.006    0.006    0.004
 3-91653971   53.01697   0.81405   16.592   16.274   16.155   16.138    0.027    0.006    0.014    0.017
 3-92055137   52.48864   1.03658   15.428   14.901   14.683   14.586    0.003    0.002    0.004    0.005
 3-92055528   53.45101   0.00741   15.621   15.260   15.132   15.094    0.037    0.003    0.003    0.007
 3-92055572   53.76762  -0.05865   14.645   14.779   14.963   15.081    0.006    0.007    0.005    0.007
 3-9279128   286.68486  38.09108   15.942   15.039   14.710   14.526    0.003    0.004    0.002    0.005
 3-92831245   52.31155   0.55610   16.740   16.709   16.779   16.800    0.003    0.003    0.004    0.008
 3-9283375   288.12592  39.66421   16.502   15.853   15.587   15.481    0.007    0.001    0.009    0.002
 3-93155513  321.84697  12.18550   15.023   14.303   13.996   13.850    0.003    0.003    0.006    0.002
 3-93212750   53.53349  -0.93336   16.048   15.497   15.243   15.112    0.009    0.003    0.003    0.004
 3-93521134  321.81199  11.86923   16.393   16.001   15.837   15.763    0.003    0.002    0.003    0.005
 3-93576937   53.08746  -0.71909   16.880   16.259   16.002   15.880  999.000    0.003    0.005    0.005
 3-93865274  322.41684  12.26671   15.718   15.113   14.809   14.672    0.005    0.002    0.005    0.004
 3-93866705  322.41431  12.30581   16.019   15.460   15.171   15.050    0.003    0.005    0.002    0.002
 3-93866750  322.56343  12.32942   15.877   15.291   15.013   14.865    0.002    0.003    0.003    0.003
 3-93866757  322.45801  12.30338   15.789   15.182   14.868   14.730    0.004    0.010    0.012    0.005
 3-93867155  323.05581  12.77519   15.639   14.429   13.740   13.435    0.006    0.007    0.003    0.004
 3-94057002  280.71561 -24.45755   16.401   15.355   15.003   14.681    0.083  999.000    0.005    0.016
 3-94198939  322.52601  11.94644   16.018   15.428   15.137   14.998    0.004    0.008    0.003    0.005
 3-94199072  322.45106  11.98871   15.836   15.769   15.719   15.649    0.031    0.021    0.042    0.024
 3-94199556  322.87706  12.43337   16.314   15.734   15.500   15.379    0.005    0.008    0.002    0.009
 3-94199720  323.06825  12.40174   16.469   16.160   16.040   15.999    0.006    0.005    0.003    0.005
 3-94513000  322.44767  11.60818   16.137   16.009   16.063   16.037    0.010    0.008    0.010    0.012
 3-94513594  323.01165  12.06770   15.925   15.037   14.637   14.432    0.008    0.009    0.002    0.009
 3-94513898  323.22412  12.25600   15.995   15.640   15.518   15.471    0.005    0.005    0.002    0.003
 3-94514032  323.42557  12.49996   16.038   15.756   15.657   15.649    0.006    0.003    0.003    0.002
 3-94670520  280.40538 -25.36379   16.520   15.149   14.457   14.037    0.005    0.004    0.004    0.000
 3-94676562  280.88505 -24.86353   16.795   16.192 -999.000   15.711    0.009    0.011  999.000    0.001
 3-94682034  281.30875 -24.44885   16.216   15.305   14.865   14.582    0.004  999.000    0.012    0.003
 3-94682620  281.53568 -24.32515   16.775   15.430   14.734   14.337  999.000    0.003    0.002    0.002
 3-94811863  322.05060  10.92233   15.489   14.846   14.553   14.389    0.004    0.003    0.003    0.001
 3-94812862  323.16784  11.93368   15.932   15.350   15.097   14.972    0.003    0.004    0.002    0.003
 3-94965327  280.81510 -25.24192   16.680   16.532   16.541   16.314    0.002    0.015    0.003    0.115
 3-94967302  280.83426 -25.04056   15.928   14.557 -999.000   13.325    0.003  999.000  999.000  999.000
 3-94976545  281.78831 -24.18090   16.031   14.785   14.126   13.743    0.004    0.004  999.000    0.005
 3-95102729  323.77273  12.11281   15.783   14.818   14.464   14.293    0.002    0.004    0.004    0.002
 3-95245591  280.52920 -25.83134 -999.000 -999.000 -999.000 -999.000  999.000  999.000  999.000  999.000
 3-95247377  280.85696 -25.59334   16.147   15.009   14.432   14.069    0.007    0.006    0.003    0.007
 3-95259987  281.80264 -24.65571   16.394   15.256   14.681   14.355    0.004    0.006  999.000    0.005
 3-95263746  282.37537 -24.10941   16.548   15.120   14.132   13.593    0.013    0.010  999.000  999.000
 3-95264678  282.48511 -24.12154   16.282   15.128   14.482   14.110    0.003  999.000  999.000    0.001
 3-95264698  282.58659 -24.01713   16.777   15.449   14.732   14.333    0.003    0.002  999.000    0.006
 3-95522979  280.87020 -25.76355   16.832   15.484   14.728   14.308    0.012  999.000    0.007    0.005
 3-95531912  281.70741 -25.04966   16.463   15.121   14.421   14.022    0.004  999.000    0.001    0.002
 3-95539351  282.41275 -24.38126   16.660   15.288   14.495   14.062    0.012  999.000    0.013    0.012
 3-95539502  282.62951 -24.15634   16.269   15.084   14.452   14.127    0.023    0.002    0.010    0.011
 3-95540426  282.75324 -24.11943   16.783   15.430   14.748   14.360    0.001    0.007    0.002    0.005
 3-95658233  323.55687  11.42066   15.998   15.730   15.633   15.612    0.005    0.003    0.004    0.002
 3-95784134  281.11123 -25.86727   16.620   15.444   14.863   14.543    0.006    0.003    0.001    0.007
 3-95792771  281.92232 -25.17539   16.592   15.449   14.915   14.587    0.004    0.003    0.006    0.002
 3-95798309  282.62561 -24.62848   16.579   15.235   14.552   14.145    0.004  999.000  999.000    0.008
 3-95914294  323.14613  10.85029   15.917   15.448   15.233   15.137    0.002    0.003    0.003    0.006
 3-96034346  282.12853 -25.17673   16.718   15.886   15.501   15.286    0.004    0.005    0.001    0.003
 3-96035285  282.27050 -25.14499   15.640   14.881   14.486   14.315    0.014    0.014    0.015  999.000
 3-96041236  283.03787 -24.56890   16.113   16.027   16.058   16.039    0.008  999.000    0.002    0.007
 3-96261705  281.48528 -26.37778   16.311   15.074   14.473   14.123    0.003    0.003    0.004    0.010
 3-96262916  281.70748 -26.07567   16.683   15.917   15.243   14.866    0.123  999.000    0.023    0.006
 3-96270816  282.50771 -25.14571   15.898   14.610   13.979   13.589    0.004    0.006  999.000    0.005
 3-96272382  282.84434 -25.04504   16.701   15.313   14.553   14.116    0.003    0.014    0.002    0.007
 3-96272674  282.75408 -24.92158   16.958   15.578   14.912   14.519    0.004    0.002    0.005    0.002
 3-96611225  321.22505   8.22069   14.639   14.781   14.957   15.040    0.005    0.003    0.002    0.004
 3-96831908  320.71227   7.35213   16.592   15.378   14.557   14.170    0.006    0.002    0.003    0.004
 3-96832090  320.77503   7.45700   16.766   15.575   14.911   14.601    0.005    0.002    0.003    0.004
 3-96870664   10.75674  33.45411   15.319   14.772   14.546   14.422    0.002    0.003    0.003    0.004
 3-96870897   11.33365  32.89717   16.577   16.102   15.937   15.882    0.002    0.005    0.001    0.005
 3-96942476  282.93973 -25.90317   15.789   14.925   14.468   14.225    0.002    0.012    0.003    0.001
 3-96943752  282.89020 -25.77946   16.163   15.046   14.545   14.244    0.002  999.000  999.000    0.006
 3-96943971  283.08835 -25.78440   16.141   15.312   14.936   14.742    0.003    0.023    0.003    0.005
 3-96943994  283.08082 -25.78262   16.152   15.509   15.229   15.022    0.004    0.058  999.000    0.002
 3-97048530  320.50651   6.78450   15.876   14.630   13.412   12.908    0.009    0.012  999.000  999.000
 3-97049802  321.68284   8.08126   17.210   17.392   17.639   17.828    0.007    0.004    0.003    0.003
 3-97050032  321.96465   8.32812   14.877   14.863   14.950   15.005    0.004    0.002    0.003    0.002
 3-97156818  283.16236 -26.09356   16.765   15.382   14.684   14.291    0.002    0.004    0.003    0.004
 3-97158853  283.32031 -25.70959   15.923   14.750   14.131   13.788    0.004    0.008    0.005    0.004
 3-97260152  321.11357   7.14540   15.756   15.705   15.776   15.848    0.003    0.004    0.001    0.002
 3-97297476    9.99002  33.64932   16.534   15.671   15.298   15.108    0.003  999.000    0.004    0.001
 3-97480494  340.52253  23.94139   15.423   15.261   15.285   15.428    0.012    0.023    0.022    0.045
 3-97855655  321.05813   6.14667   14.893   14.441   14.291   14.232    0.003    0.002    0.002    0.006
 3-9804335   293.32685  47.07887   14.684   14.623   14.672   14.731    0.008    0.006    0.005  999.000
 3-98043429  322.68034   7.29645   16.322   15.072   14.017   13.529    0.005    0.005    0.002    0.006
 3-98057036  341.81450  24.11041   16.403   16.120   16.035   16.013    0.004    0.005    0.004    0.002
 3-98078326   10.22608  31.73037   15.343   14.577   14.124   13.866    0.029    0.014    0.014    0.010
 3-9812399   295.18382  50.48415   14.794   14.583   14.604   14.627    0.005    0.005    0.003    0.002
 3-98238266  341.47050  23.58721   15.956   15.591   15.476   15.425    0.004    0.014    0.003    0.007
 3-98238387  341.60801  23.78518   16.447   16.114   15.987   15.959  999.000    0.003    0.001    0.005
 3-98238457  341.72842  23.65377   15.992   15.524   15.381   15.324    0.008  999.000    0.001    0.008
 3-98238488  341.89352  23.81965   16.441   16.077   15.929   15.876    0.002    0.006    0.006    0.005
 3-98238673  342.08840  24.03199   15.998   15.553   15.363   15.297    0.003    0.003    0.004    0.003
 3-98401912  322.99194   6.96239   16.617   17.053   17.439   17.715    0.005    0.007    0.004    0.005
 3-98414861  341.80791  23.55526   16.159   15.568   15.306   15.189    0.001    0.006    0.006    0.004
 3-98435239    9.15156  32.16802   14.880   14.371   14.149   14.050    0.003    0.004  999.000    0.001
